city,target_date,entry_snapshot_ts_utc,leg,bracket,entry_price,entry_cost_per_share,entry_p_model,entry_model_edge_per_share,win,hold_pnl_per_share,exit_triggered,exit_snapshot_ts_utc,exit_ts_beijing,exit_no_bid,exit_fee_per_share,exit_net_per_share,exit_p_leg_win_now,exit_p_no_hold_now,exit_pnl_per_share,exit_minutes_after_entry,overlay_delta_per_share,threshold
Beijing,2026-07-06,2026-07-06T07:12:18Z,d1_no,34,0.76,0.76912,0.9529283246359136,0.1838083246359135,1.0,0.23087999999999997,True,2026-07-06T08:53:05Z,2026-07-06 16:53:05,0.99,0.0005,0.9895,0.9619212938275853,0.9619212938275853,0.22038000000000002,100.78333333333333,-0.010499999999999954,0.02
Chengdu,2026-07-06,2026-07-06T07:12:18Z,d1_no,38,0.7,0.7104999999999999,0.8922032765517998,0.1817032765517998,1.0,0.2895000000000001,True,2026-07-06T09:10:02Z,2026-07-06 17:10:02,0.971,0.00141,0.96959,0.8981865021827252,0.8981865021827252,0.25909000000000004,117.73333333333333,-0.030410000000000048,0.02
Chongqing,2026-07-06,2026-07-06T07:12:18Z,d1_no,36,0.42,0.43218,0.9478336624000636,0.5156536624000636,1.0,0.56782,True,2026-07-06T08:02:17Z,2026-07-06 16:02:17,0.991,0.00045,0.99055,0.9334290589397128,0.9334290589397128,0.55837,49.983333333333334,-0.009449999999999958,0.02
Istanbul,2026-07-06,2026-07-06T07:12:18Z,d1_no,26,0.51,0.5225,0.6726470319508806,0.1501470319508806,1.0,0.47750000000000004,False,,,,,,,,0.47750000000000004,,0.0,0.02
Istanbul,2026-07-06,2026-07-06T08:02:17Z,d1_no,27,0.6,0.612,0.7816846871793047,0.1696846871793047,0.0,-0.612,False,,,,,,,,-0.612,,0.0,0.02
Karachi,2026-07-06,2026-07-06T07:12:18Z,d1_no,36,0.54,0.55242,0.9036364986974642,0.3512164986974642,0.0,-0.55242,False,,,,,,,,-0.55242,,0.0,0.02
Lucknow,2026-07-06,2026-07-06T07:12:18Z,d1_no,37,0.72,0.73008,0.9581037875560589,0.2280237875560589,1.0,0.26992000000000005,False,,,,,,,,0.26992000000000005,,0.0,0.02
Manila,2026-07-06,2026-07-06T07:12:18Z,d1_no,35,0.93,0.93325,0.955657992917979,0.022407992917979,1.0,0.06674999999999998,False,,,,,,,,0.06674999999999998,,0.0,0.02
Moscow,2026-07-06,2026-07-06T08:35:57Z,d1_no,22,0.53,0.54246,0.8231989968166453,0.2807389968166452,0.0,-0.54246,False,,,,,,,,-0.54246,,0.0,0.02
Moscow,2026-07-06,2026-07-06T09:27:12Z,d1_no,23,0.584,0.59615,0.8008891770969755,0.2047391770969755,1.0,0.40385000000000004,False,,,,,,,,0.40385000000000004,,0.0,0.02
NYC,2026-07-06,2026-07-06T07:12:18Z,d1_no,72-73,0.66,0.67122,0.8173059335977936,0.1460859335977935,1.0,0.32877999999999996,False,,,,,,,,0.32877999999999996,,0.0,0.02
Amsterdam,2026-07-01,2026-07-01T10:32:16Z,d1_no,24,0.4,0.412,0.6229146221931994,0.2109146221931993,1.0,0.5880000000000001,False,,,,,,,,0.5880000000000001,,0.0,0.03
Beijing,2026-07-01,2026-07-01T07:15:54Z,d1_no,32,0.91,0.91409,0.9448847185381604,0.0307947185381602,1.0,0.08591000000000004,True,2026-07-01T08:37:18Z,2026-07-01 16:37:18,0.997,0.00015,0.99685,0.9556745597596923,0.9556745597596923,0.08276000000000006,81.4,-0.003149999999999986,0.03
Busan,2026-07-01,2026-07-01T07:56:37Z,d1_no,23,0.061,0.06386,0.9348951702125484,0.8710351702125484,0.0,-0.06386,False,,,,,,,,-0.06386,,0.0,0.03
CapeTown,2026-07-01,2026-07-01T08:37:18Z,d1_no,15,0.6,0.612,0.7046640148786256,0.0926640148786256,0.0,-0.612,True,2026-07-01T10:32:16Z,2026-07-01 18:32:16,0.61,0.01189,0.59811,0.5833016755395437,0.4166983244604563,-0.013889999999999958,114.96666666666667,0.59811,0.03
CapeTown,2026-07-01,2026-07-01T09:18:21Z,d1_no,16,0.45,0.46238,0.6720506093944348,0.2096706093944348,1.0,0.53762,False,,,,,,,,0.53762,,0.0,0.03
Chengdu,2026-07-01,2026-07-01T07:15:54Z,d1_no,32,0.75,0.7593799999999999,0.9708280755113504,0.2114480755113504,0.0,-0.7593799999999999,False,,,,,,,,-0.7593799999999999,,0.0,0.03
Guangzhou,2026-07-01,2026-07-01T07:15:54Z,d1_no,33,0.785,0.79344,0.9853706655824312,0.1919306655824312,1.0,0.20655999999999997,False,,,,,,,,0.20655999999999997,,0.0,0.03
Helsinki,2026-07-01,2026-07-01T07:56:37Z,d1_no,24,0.6,0.612,0.6849132775966904,0.0729132775966904,0.0,-0.612,False,,,,,,,,-0.612,,0.0,0.03
Helsinki,2026-07-01,2026-07-01T09:55:18Z,d1_no,25,0.44,0.45232,0.679935030096961,0.227615030096961,1.0,0.54768,False,,,,,,,,0.54768,,0.0,0.03
Istanbul,2026-07-01,2026-07-01T07:15:54Z,d1_no,28,0.48,0.49248,0.7151535400798819,0.2226735400798818,0.0,-0.49248,False,,,,,,,,-0.49248,,0.0,0.03
Karachi,2026-07-01,2026-07-01T07:15:54Z,d1_no,34,0.32,0.33088,0.950693643597194,0.6198136435971939,1.0,0.6691199999999999,True,2026-07-01T09:18:21Z,2026-07-01 17:18:21,0.972,0.00136,0.97064,0.9689084936544595,0.9689084936544595,0.6397599999999999,122.45,-0.029360000000000053,0.03
Lucknow,2026-07-01,2026-07-01T07:15:54Z,d1_no,34+,0.37,0.38165,0.948825966608468,0.5671759666084679,1.0,0.61835,True,2026-07-01T09:18:21Z,2026-07-01 17:18:21,0.97,0.00146,0.96854,0.9660081394592217,0.9660081394592217,0.5868899999999999,122.45,-0.031460000000000043,0.03
Milan,2026-07-01,2026-07-01T07:56:37Z,d1_no,30,0.76,0.76912,0.8777110539063113,0.1085910539063113,0.0,-0.76912,True,2026-07-01T09:55:18Z,2026-07-01 17:55:18,0.61,0.01189,0.59811,0.5823926691554999,0.4176073308445001,-0.17101,118.68333333333334,0.59811,0.03
Milan,2026-07-01,2026-07-01T09:55:18Z,d1_no,31,0.59,0.60209,0.921760147213844,0.319670147213844,1.0,0.39791,False,,,,,,,,0.39791,,0.0,0.03
Moscow,2026-07-01,2026-07-01T08:37:18Z,d1_no,28,0.61,0.6218899999999999,0.700850369563,0.078960369563,1.0,0.37811000000000006,False,,,,,,,,0.37811000000000006,,0.0,0.03
Moscow,2026-07-01,2026-07-01T10:32:16Z,d1_no,29,0.38,0.39178,0.695520132961009,0.303740132961009,0.0,-0.39178,False,,,,,,,,-0.39178,,0.0,0.03
Munich,2026-07-01,2026-07-01T07:15:54Z,d1_no,23,0.791,0.79927,0.974964377601944,0.1756943776019439,1.0,0.20072999999999996,False,,,,,,,,0.20072999999999996,,0.0,0.03
Shanghai,2026-07-01,2026-07-01T07:15:54Z,d1_no,27,0.92,0.92368,0.968698318663272,0.0450183186632719,1.0,0.07632000000000005,True,2026-07-01T08:37:18Z,2026-07-01 16:37:18,0.981,0.00093,0.98007,0.9590291335668149,0.9590291335668149,0.05639000000000005,81.4,-0.019930000000000003,0.03
TelAviv,2026-07-01,2026-07-01T07:15:54Z,d1_no,31,0.5,0.5125,0.8505731533614389,0.3380731533614389,0.0,-0.5125,False,,,,,,,,-0.5125,,0.0,0.03
TelAviv,2026-07-01,2026-07-01T09:18:21Z,d1_no,32,0.64,0.65152,0.7081491527303874,0.0566291527303873,1.0,0.34848,False,,,,,,,,0.34848,,0.0,0.03
Warsaw,2026-07-01,2026-07-01T10:32:16Z,d1_no,31,0.71,0.7202999999999999,0.8776196759440223,0.1573196759440224,1.0,0.27970000000000006,False,,,,,,,,0.27970000000000006,,0.0,0.03
Wuhan,2026-07-01,2026-07-01T07:15:54Z,d1_no,32,0.607,0.61893,0.9120253626060468,0.2930953626060468,1.0,0.38107,True,2026-07-01T09:18:21Z,2026-07-01 17:18:21,0.937,0.00295,0.93405,0.9007661850449437,0.9007661850449437,0.31512000000000007,122.45,-0.06594999999999995,0.03
Amsterdam,2026-07-02,2026-07-02T10:30:01Z,d1_no,21,0.59,0.60209,0.6935776503576284,0.0914876503576284,0.0,-0.60209,False,,,,,,,,-0.60209,,0.0,0.03
Ankara,2026-07-02,2026-07-02T09:29:28Z,d1_no,33,0.64,0.65152,0.7697212076755245,0.1182012076755245,1.0,0.34848,False,,,,,,,,0.34848,,0.0,0.03
Beijing,2026-07-02,2026-07-02T07:04:31Z,d1_no,34,0.48,0.49248,0.9602746691411672,0.4677946691411672,0.0,-0.49248,False,,,,,,,,-0.49248,,0.0,0.03
Beijing,2026-07-02,2026-07-02T07:43:14Z,d1_no,35,0.83,0.8370599999999999,0.9284712293559478,0.0914112293559479,1.0,0.16294000000000008,True,2026-07-02T08:44:45Z,2026-07-02 16:44:45,0.91,0.00409,0.90591,0.8932642826571063,0.8932642826571063,0.06885000000000008,61.516666666666666,-0.09409000000000001,0.03
Amsterdam,2026-07-03,2026-07-03T07:23:15Z,d1_no,19,0.66,0.67122,0.7074097628440027,0.0361897628440026,1.0,0.32877999999999996,True,2026-07-03T08:23:44Z,2026-07-03 16:23:44,0.78,0.00858,0.77142,0.2572821416284335,0.7427178583715666,0.10019999999999996,60.483333333333334,-0.22858,0.03
Amsterdam,2026-07-03,2026-07-03T07:38:29Z,d1_no,20,0.43,0.44226,0.6950969038205704,0.2528369038205704,0.0,-0.44226,False,,,,,,,,-0.44226,,0.0,0.03
Ankara,2026-07-03,2026-07-03T10:40:04Z,d1_no,32,0.23,0.23886,0.8004572327172105,0.5615972327172105,1.0,0.76114,False,,,,,,,,0.76114,,0.0,0.03
Beijing,2026-07-03,2026-07-03T07:07:48Z,d1_no,36,0.43,0.44226,0.7943640415281484,0.3521040415281484,1.0,0.55774,True,2026-07-03T08:54:02Z,2026-07-03 16:54:02,0.976,0.00117,0.97483,0.9637520132321366,0.9637520132321366,0.53257,106.23333333333333,-0.025170000000000026,0.03
Amsterdam,2026-07-04,2026-07-04T07:11:44Z,d1_no,22,0.46,0.47242,0.6194005227017993,0.1469805227017993,1.0,0.5275799999999999,False,,,,,,,,0.5275799999999999,,0.0,0.03
Ankara,2026-07-04,2026-07-04T09:59:52Z,d1_no,29,0.58,0.5921799999999999,0.6926065589832797,0.1004265589832797,1.0,0.40782000000000007,False,,,,,,,,0.40782000000000007,,0.0,0.03
Ankara,2026-07-04,2026-07-04T10:33:47Z,d1_no,30,0.46,0.47242,0.8195841063402532,0.3471641063402532,0.0,-0.47242,False,,,,,,,,-0.47242,,0.0,0.03
Beijing,2026-07-04,2026-07-04T07:11:44Z,d1_no,34,0.73,0.73985,0.9541241032093578,0.2142741032093578,1.0,0.26015,True,2026-07-04T08:52:35Z,2026-07-04 16:52:35,0.98,0.00098,0.97902,0.9717666037154257,0.9717666037154257,0.23917,100.85,-0.02098,0.03
CapeTown,2026-07-04,2026-07-04T09:09:16Z,d1_no,18,0.44,0.45232,0.6972610875040284,0.2449410875040283,0.0,-0.45232,False,,,,,,,,-0.45232,,0.0,0.03
CapeTown,2026-07-04,2026-07-04T10:16:58Z,d1_no,19,0.77,0.77886,0.8345135896306594,0.0556535896306593,1.0,0.22114,False,,,,,,,,0.22114,,0.0,0.03
Chengdu,2026-07-04,2026-07-04T07:11:44Z,d1_no,35,0.65,0.66137,0.9103660111772488,0.2489960111772488,1.0,0.33863,True,2026-07-04T08:18:41Z,2026-07-04 16:18:41,0.951,0.00233,0.9486699999999999,0.9451212628869045,0.9451212628869045,0.2872999999999999,66.95,-0.0513300000000001,0.03
Chongqing,2026-07-04,2026-07-04T07:11:44Z,d1_no,33,0.837,0.84382,0.9452528917540488,0.1014328917540487,1.0,0.15617999999999999,True,2026-07-04T08:02:06Z,2026-07-04 16:02:06,0.996,0.0002,0.9958,0.952597633997664,0.952597633997664,0.15198,50.36666666666667,-0.0041999999999999815,0.03
Jeddah,2026-07-04,2026-07-04T08:02:06Z,d1_no,37,0.88,0.88528,0.951441051160332,0.066161051160332,1.0,0.11472000000000004,False,,,,,,,,0.11472000000000004,,0.0,0.03
Karachi,2026-07-04,2026-07-04T07:45:27Z,d1_no,34,0.47,0.48246,0.6097619992763824,0.1273019992763824,0.0,-0.48246,False,,,,,,,,-0.48246,,0.0,0.03
Karachi,2026-07-04,2026-07-04T08:02:06Z,d1_no,35,0.89,0.8949,0.9394949745280404,0.0445949745280404,1.0,0.10509999999999997,True,2026-07-04T10:33:47Z,2026-07-04 18:33:47,0.97,0.00146,0.96854,0.9583066259015797,0.9583066259015797,0.07363999999999993,151.68333333333334,-0.031460000000000043,0.03
Lucknow,2026-07-04,2026-07-04T07:11:44Z,d1_no,37,0.56,0.57232,0.8642664750990844,0.2919464750990843,1.0,0.42767999999999995,True,2026-07-04T10:50:37Z,2026-07-04 18:50:37,0.998,0.0001,0.9979,0.9879165726733984,0.9879165726733984,0.42557999999999996,218.88333333333333,-0.0020999999999999908,0.03
Moscow,2026-07-04,2026-07-04T07:11:44Z,d1_no,23,0.76,0.76912,0.9799532409776508,0.2108332409776507,1.0,0.23087999999999997,False,,,,,,,,0.23087999999999997,,0.0,0.03
Amsterdam,2026-07-05,2026-07-05T07:12:26Z,d1_no,20,0.62,0.63178,0.799271201549159,0.1674912015491589,0.0,-0.63178,False,,,,,,,,-0.63178,,0.0,0.03
Amsterdam,2026-07-05,2026-07-05T09:43:24Z,d1_no,21,0.53,0.54246,0.6956574311077142,0.1531974311077141,1.0,0.45753999999999995,False,,,,,,,,0.45753999999999995,,0.0,0.03
Ankara,2026-07-05,2026-07-05T10:00:17Z,d1_no,25,0.55,0.56238,0.8078639371231254,0.2454839371231254,0.0,-0.56238,False,,,,,,,,-0.56238,,0.0,0.03
Beijing,2026-07-05,2026-07-05T07:12:26Z,d1_no,35+,0.895,0.8997,0.9693890545638548,0.0696890545638547,1.0,0.10029999999999994,True,2026-07-05T08:19:30Z,2026-07-05 16:19:30,0.997,0.00015,0.99685,0.9840825492522107,0.9840825492522107,0.09714999999999996,67.06666666666666,-0.003149999999999986,0.03
CapeTown,2026-07-05,2026-07-05T10:33:48Z,d1_no,18,0.6,0.612,0.7467328484577089,0.1347328484577089,0.0,-0.612,False,,,,,,,,-0.612,,0.0,0.03
Chengdu,2026-07-05,2026-07-05T07:12:26Z,d1_no,37,0.68,0.69088,0.9292128618002532,0.2383328618002531,0.0,-0.69088,False,,,,,,,,-0.69088,,0.0,0.03
Guangzhou,2026-07-05,2026-07-05T07:12:26Z,d1_no,33,0.73,0.73985,0.9559544308347808,0.2161044308347808,1.0,0.26015,True,2026-07-05T08:52:54Z,2026-07-05 16:52:54,0.991,0.00045,0.99055,0.9844822754908591,0.9844822754908591,0.25070000000000003,100.46666666666667,-0.009449999999999958,0.03
Helsinki,2026-07-05,2026-07-05T09:26:31Z,d1_no,18,0.56,0.57232,0.7992214739844582,0.2269014739844581,1.0,0.42767999999999995,False,,,,,,,,0.42767999999999995,,0.0,0.03
HongKong,2026-07-05,2026-07-05T07:12:26Z,d1_no,33,0.018,0.0188799999999999,0.9695461973326236,0.9506661973326236,0.0,-0.0188799999999999,False,,,,,,,,-0.0188799999999999,,0.0,0.03
Istanbul,2026-07-05,2026-07-05T07:12:26Z,d1_no,27,0.3,0.3105,0.6544239145395166,0.3439239145395166,0.0,-0.3105,False,,,,,,,,-0.3105,,0.0,0.03
Istanbul,2026-07-05,2026-07-05T10:00:17Z,d1_no,28,0.9,0.9045,0.9369646089204976,0.0324646089204976,1.0,0.09550000000000003,False,,,,,,,,0.09550000000000003,,0.0,0.03
Jeddah,2026-07-05,2026-07-05T10:00:17Z,d1_no,38,0.73,0.73985,0.98308328385122,0.24323328385122,1.0,0.26015,False,,,,,,,,0.26015,,0.0,0.03
Karachi,2026-07-05,2026-07-05T07:12:26Z,d1_no,34,0.67,0.68105,0.8468768791241328,0.1658268791241327,0.0,-0.68105,False,,,,,,,,-0.68105,,0.0,0.03
Lucknow,2026-07-05,2026-07-05T07:12:26Z,d1_no,37,0.68,0.69088,0.989863471700231,0.298983471700231,1.0,0.30911999999999995,True,2026-07-05T08:02:38Z,2026-07-05 16:02:38,0.21,0.0083,0.2017,0.8526349151571917,0.1473650848428083,-0.48918000000000006,50.2,-0.7983,0.03
Lucknow,2026-07-05,2026-07-05T08:02:38Z,d1_no,38,0.714,0.72421,0.9787928136570524,0.2545828136570524,0.0,-0.72421,False,,,,,,,,-0.72421,,0.0,0.03
Lucknow,2026-07-05,2026-07-05T10:17:04Z,d1_no,39,0.906,0.91026,0.9766159271680884,0.0663559271680883,1.0,0.08974000000000004,False,,,,,,,,0.08974000000000004,,0.0,0.03
Manila,2026-07-05,2026-07-05T07:12:26Z,d1_no,35,0.95,0.95238,0.9893843915584456,0.0370043915584455,1.0,0.047619999999999996,True,2026-07-05T08:02:38Z,2026-07-05 16:02:38,0.997,0.00015,0.99685,0.9877457415614861,0.9877457415614861,0.04447000000000001,50.2,-0.003149999999999986,0.03
Moscow,2026-07-05,2026-07-05T09:09:37Z,d1_no,20,0.79,0.7983,0.8758931398847338,0.0775931398847338,1.0,0.2017,True,2026-07-05T10:33:48Z,2026-07-05 18:33:48,0.87,0.00566,0.86434,0.42724684160163884,0.5727531583983612,0.06603999999999999,84.18333333333334,-0.13566,0.03
Moscow,2026-07-05,2026-07-05T10:33:48Z,d1_no,21,0.528,0.54046,0.8561246400205074,0.3156646400205073,1.0,0.45953999999999995,False,,,,,,,,0.45953999999999995,,0.0,0.03
Munich,2026-07-05,2026-07-05T10:50:47Z,d1_no,25,0.64,0.65152,0.7961450765087571,0.1446250765087571,1.0,0.34848,False,,,,,,,,0.34848,,0.0,0.03
Amsterdam,2026-07-06,2026-07-06T09:10:02Z,d1_no,24,0.56,0.57232,0.7188239873679256,0.1465039873679255,1.0,0.42767999999999995,False,,,,,,,,0.42767999999999995,,0.0,0.03
Ankara,2026-07-06,2026-07-06T09:10:02Z,d1_no,26,0.58,0.5921799999999999,0.6776381733561824,0.0854581733561824,1.0,0.40782000000000007,False,,,,,,,,0.40782000000000007,,0.0,0.03
Beijing,2026-07-06,2026-07-06T07:12:18Z,d1_no,34,0.76,0.76912,0.9529283246359136,0.1838083246359135,1.0,0.23087999999999997,True,2026-07-06T08:53:05Z,2026-07-06 16:53:05,0.99,0.0005,0.9895,0.9619212938275853,0.9619212938275853,0.22038000000000002,100.78333333333333,-0.010499999999999954,0.03
Chengdu,2026-07-06,2026-07-06T07:12:18Z,d1_no,38,0.7,0.7104999999999999,0.8922032765517998,0.1817032765517998,1.0,0.2895000000000001,True,2026-07-06T09:10:02Z,2026-07-06 17:10:02,0.971,0.00141,0.96959,0.8981865021827252,0.8981865021827252,0.25909000000000004,117.73333333333333,-0.030410000000000048,0.03
Chongqing,2026-07-06,2026-07-06T07:12:18Z,d1_no,36,0.42,0.43218,0.9478336624000636,0.5156536624000636,1.0,0.56782,True,2026-07-06T08:02:17Z,2026-07-06 16:02:17,0.991,0.00045,0.99055,0.9334290589397128,0.9334290589397128,0.55837,49.983333333333334,-0.009449999999999958,0.03
Istanbul,2026-07-06,2026-07-06T07:12:18Z,d1_no,26,0.51,0.5225,0.6726470319508806,0.1501470319508806,1.0,0.47750000000000004,False,,,,,,,,0.47750000000000004,,0.0,0.03
Istanbul,2026-07-06,2026-07-06T08:02:17Z,d1_no,27,0.6,0.612,0.7816846871793047,0.1696846871793047,0.0,-0.612,False,,,,,,,,-0.612,,0.0,0.03
Karachi,2026-07-06,2026-07-06T07:12:18Z,d1_no,36,0.54,0.55242,0.9036364986974642,0.3512164986974642,0.0,-0.55242,False,,,,,,,,-0.55242,,0.0,0.03
Lucknow,2026-07-06,2026-07-06T07:12:18Z,d1_no,37,0.72,0.73008,0.9581037875560589,0.2280237875560589,1.0,0.26992000000000005,False,,,,,,,,0.26992000000000005,,0.0,0.03
Moscow,2026-07-06,2026-07-06T08:35:57Z,d1_no,22,0.53,0.54246,0.8231989968166453,0.2807389968166452,0.0,-0.54246,False,,,,,,,,-0.54246,,0.0,0.03
Moscow,2026-07-06,2026-07-06T09:27:12Z,d1_no,23,0.584,0.59615,0.8008891770969755,0.2047391770969755,1.0,0.40385000000000004,False,,,,,,,,0.40385000000000004,,0.0,0.03
NYC,2026-07-06,2026-07-06T07:12:18Z,d1_no,72-73,0.66,0.67122,0.8173059335977936,0.1460859335977935,1.0,0.32877999999999996,False,,,,,,,,0.32877999999999996,,0.0,0.03
